,geometry,fault_count,GiZScore,GiPValue
2061,"POLYGON ((1.39191329331972 52.6243872554241, 1.39191329331972 52.67438725542409, 1.34191329331972 52.67438725542409, 1.34191329331972 52.6243872554241, 1.39191329331972 52.6243872554241))",38.0,,0.001
2063,"POLYGON ((1.39191329331972 52.72438725542409, 1.39191329331972 52.77438725542409, 1.34191329331972 52.77438725542409, 1.34191329331972 52.72438725542409, 1.39191329331972 52.72438725542409))",219.0,-0.3446957399241118,0.415
2064,"POLYGON ((1.39191329331972 52.77438725542409, 1.39191329331972 52.82438725542409, 1.34191329331972 52.82438725542409, 1.34191329331972 52.77438725542409, 1.39191329331972 52.77438725542409))",294.0,-0.5139859854945881,0.268
2079,"POLYGON ((1.44191329331972 51.32438725542417, 1.44191329331972 51.37438725542417, 1.39191329331972 51.37438725542417, 1.39191329331972 51.32438725542417, 1.44191329331972 51.32438725542417))",663.0,,0.001
2095,"POLYGON ((1.44191329331972 52.12438725542412, 1.44191329331972 52.17438725542412, 1.39191329331972 52.17438725542412, 1.39191329331972 52.12438725542412, 1.44191329331972 52.12438725542412))",45.0,,0.001
2101,"POLYGON ((1.44191329331972 52.42438725542411, 1.44191329331972 52.47438725542411, 1.39191329331972 52.47438725542411, 1.39191329331972 52.42438725542411, 1.44191329331972 52.42438725542411))",269.0,,0.001
2106,"POLYGON ((1.44191329331972 52.67438725542409, 1.44191329331972 52.72438725542409, 1.39191329331972 52.72438725542409, 1.39191329331972 52.67438725542409, 1.44191329331972 52.67438725542409))",315.0,-0.9731080037631,0.004
2107,"POLYGON ((1.44191329331972 52.72438725542409, 1.44191329331972 52.77438725542409, 1.39191329331972 52.77438725542409, 1.39191329331972 52.72438725542409, 1.44191329331972 52.72438725542409))",16.0,-0.2982794832526342,0.464
2109,"POLYGON ((1.44191329331972 52.82438725542409, 1.44191329331972 52.87438725542408, 1.39191329331972 52.87438725542408, 1.39191329331972 52.82438725542409, 1.44191329331972 52.82438725542409))",189.0,,0.001
2140,"POLYGON ((1.49191329331972 52.17438725542412, 1.49191329331972 52.22438725542412, 1.44191329331972 52.22438725542412, 1.44191329331972 52.17438725542412, 1.49191329331972 52.17438725542412))",204.0,,0.001
2142,"POLYGON ((1.49191329331972 52.27438725542412, 1.49191329331972 52.32438725542411, 1.44191329331972 52.32438725542411, 1.44191329331972 52.27438725542412, 1.49191329331972 52.27438725542412))",264.0,,0.001
2149,"POLYGON ((1.49191329331972 52.6243872554241, 1.49191329331972 52.67438725542409, 1.44191329331972 52.67438725542409, 1.44191329331972 52.6243872554241, 1.49191329331972 52.6243872554241))",392.0,,0.001
2182,"POLYGON ((1.54191329331972 52.07438725542413, 1.54191329331972 52.12438725542412, 1.49191329331972 52.12438725542412, 1.49191329331972 52.07438725542413, 1.54191329331972 52.07438725542413))",182.0,,0.001
2187,"POLYGON ((1.54191329331972 52.32438725542411, 1.54191329331972 52.37438725542411, 1.49191329331972 52.37438725542411, 1.49191329331972 52.32438725542411, 1.54191329331972 52.32438725542411))",398.0,,0.001
2189,"POLYGON ((1.54191329331972 52.42438725542411, 1.54191329331972 52.47438725542411, 1.49191329331972 52.47438725542411, 1.49191329331972 52.42438725542411, 1.54191329331972 52.42438725542411))",114.0,,0.001
2192,"POLYGON ((1.54191329331972 52.5743872554241, 1.54191329331972 52.6243872554241, 1.49191329331972 52.6243872554241, 1.49191329331972 52.5743872554241, 1.54191329331972 52.5743872554241))",190.0,,0.001
2195,"POLYGON ((1.54191329331972 52.72438725542409, 1.54191329331972 52.77438725542409, 1.49191329331972 52.77438725542409, 1.49191329331972 52.72438725542409, 1.54191329331972 52.72438725542409))",284.0,,0.001
2228,"POLYGON ((1.59191329331972 52.17438725542412, 1.59191329331972 52.22438725542412, 1.54191329331972 52.22438725542412, 1.54191329331972 52.17438725542412, 1.59191329331972 52.17438725542412))",339.0,,0.001
2233,"POLYGON ((1.59191329331972 52.42438725542411, 1.59191329331972 52.47438725542411, 1.54191329331972 52.47438725542411, 1.54191329331972 52.42438725542411, 1.59191329331972 52.42438725542411))",236.0,,0.001
2282,"POLYGON ((1.64191329331972 52.67438725542409, 1.64191329331972 52.72438725542409, 1.59191329331972 52.72438725542409, 1.59191329331972 52.67438725542409, 1.64191329331972 52.67438725542409))",227.0,,0.001
2319,"POLYGON ((1.69191329331972 52.32438725542411, 1.69191329331972 52.37438725542411, 1.64191329331972 52.37438725542411, 1.64191329331972 52.32438725542411, 1.69191329331972 52.32438725542411))",233.0,-0.6048150032601874,0.159
2320,"POLYGON ((1.69191329331972 52.37438725542411, 1.69191329331972 52.42438725542411, 1.64191329331972 52.42438725542411, 1.64191329331972 52.37438725542411, 1.69191329331972 52.37438725542411))",179.0,-0.4829398310642339,0.28
2326,"POLYGON ((1.69191329331972 52.67438725542409, 1.69191329331972 52.72438725542409, 1.64191329331972 52.72438725542409, 1.64191329331972 52.67438725542409, 1.69191329331972 52.67438725542409))",195.0,,0.001
2365,"POLYGON ((1.74191329331972 52.42438725542411, 1.74191329331972 52.47438725542411, 1.69191329331972 52.47438725542411, 1.69191329331972 52.42438725542411, 1.74191329331972 52.42438725542411))",179.0,-0.10278396481566797,0.386
2366,"POLYGON ((1.74191329331972 52.47438725542411, 1.74191329331972 52.5243872554241, 1.69191329331972 52.5243872554241, 1.69191329331972 52.47438725542411, 1.74191329331972 52.47438725542411))",401.0,-0.38904546385218874,0.282
2367,"POLYGON ((1.74191329331972 52.5243872554241, 1.74191329331972 52.5743872554241, 1.69191329331972 52.5743872554241, 1.69191329331972 52.5243872554241, 1.74191329331972 52.5243872554241))",369.0,-0.029522278060568764,0.383
2368,"POLYGON ((1.74191329331972 52.5743872554241, 1.74191329331972 52.6243872554241, 1.69191329331972 52.6243872554241, 1.69191329331972 52.5743872554241, 1.74191329331972 52.5743872554241))",465.0,-0.28131260848369566,0.406
2369,"POLYGON ((1.74191329331972 52.6243872554241, 1.74191329331972 52.67438725542409, 1.69191329331972 52.67438725542409, 1.69191329331972 52.6243872554241, 1.74191329331972 52.6243872554241))",274.0,0.04244911858519817,0.324
2410,"POLYGON ((1.79191329331972 52.47438725542411, 1.79191329331972 52.5243872554241, 1.74191329331972 52.5243872554241, 1.74191329331972 52.47438725542411, 1.79191329331972 52.47438725542411))",110.0,,0.001
